,0
Annual return,2.876725251737025
Cumulative returns,0.19415553477313807
Annual volatility,0.33584170611212494
Sharpe ratio,4.206309636637912
Calmar ratio,42.52307932819994
Stability,0.9250278353570195
Max drawdown,-0.06765091562475987
Omega ratio,2.1515835334913365
Sortino ratio,7.844585719823173
Skew,0.5626618447035227
Kurtosis,2.3875685430340496
Tail ratio,1.353431412771644
Daily value at risk,-0.03670630716774418
