,0
Annual return,0.25842251574883024
Cumulative returns,0.030558180989907147
Annual volatility,0.5337906557036627
Sharpe ratio,0.6925088570731132
Calmar ratio,2.183891063410117
Stability,0.5996113008563965
Max drawdown,-0.11833123001350941
Omega ratio,1.1228547889760774
Sortino ratio,0.9617959595575719
Skew,-0.4996888835270344
Kurtosis,0.37204480920027194
Tail ratio,0.8713403747071887
Daily value at risk,-0.06578441733748518
