,0
Annual return,0.6461787477599252
Cumulative returns,0.06745156269447761
Annual volatility,0.4325435288266149
Sharpe ratio,1.3665756368962718
Calmar ratio,4.599193507852651
Stability,0.73131575715596
Max drawdown,-0.14049827359006342
Omega ratio,1.2500843625499023
Sortino ratio,1.8318446073186894
Skew,-0.9568659599598182
Kurtosis,0.6860500654495465
Tail ratio,0.7021934602859145
Daily value at risk,-0.05214971370410579
