,0
Annual return,3.0391982946458125
Cumulative returns,0.2005929716479371
Annual volatility,0.3289115611682264
Sharpe ratio,4.413912545122671
Calmar ratio,36.31189668504927
Stability,0.9301935078860352
Max drawdown,-0.08369704069733004
Omega ratio,2.1248864075538085
Sortino ratio,8.410277120881188
Skew,0.4618815121677721
Kurtosis,1.3623006066943288
Tail ratio,1.3499726296447696
Daily value at risk,-0.03567790263549729
