,0
Annual return,0.6387070097398708
Cumulative returns,0.06681584495079895
Annual volatility,0.39584922426923486
Sharpe ratio,1.4431943548295076
Calmar ratio,5.336469831485298
Stability,0.7167130512010654
Max drawdown,-0.11968717708689823
Omega ratio,1.2772739416146563
Sortino ratio,1.973625942601158
Skew,-0.8173332383010908
Kurtosis,0.9404678461021665
Tail ratio,0.9544790507247141
Daily value at risk,-0.047605301124213295
