,0
Annual return,0.2158891149168196
Cumulative returns,0.025928436236309027
Annual volatility,0.42344753452838274
Sharpe ratio,0.6690270655152499
Calmar ratio,1.6444994287569472
Stability,0.6973989821837503
Max drawdown,-0.13127953171744608
Omega ratio,1.1189387312780248
Sortino ratio,0.9295821816619853
Skew,-0.5340928417586932
Kurtosis,0.5994529028536211
Tail ratio,0.9442246898251235
Daily value at risk,-0.05222517688222719
