,0
Annual return,0.2151594581768106
Cumulative returns,0.02584779292202244
Annual volatility,0.32278444506176696
Sharpe ratio,0.7632019657297647
Calmar ratio,1.8967011652658474
Stability,0.7999389573727905
Max drawdown,-0.11343877576342037
Omega ratio,1.1533888862146557
Sortino ratio,0.9809863394591432
Skew,-1.301956282685575
Kurtosis,2.8111580062010297
Tail ratio,0.775214539624015
Daily value at risk,-0.03968943929199596
