,0
Annual return,0.2353700196071704
Cumulative returns,0.028066110696933766
Annual volatility,0.33731400495449815
Sharpe ratio,0.7914157192057463
Calmar ratio,2.2671619662973113
Stability,0.5193472009595149
Max drawdown,-0.10381702900193432
Omega ratio,1.1449749645492246
Sortino ratio,1.0948960759478528
Skew,-0.4563443516535951
Kurtosis,0.6004214174505216
Tail ratio,0.7663098175178165
Daily value at risk,-0.04143822239824008
