,0
Annual return,1.0374217553710872
Cumulative returns,0.09767781009627208
Annual volatility,0.3501393225565015
Sharpe ratio,2.206401721051161
Calmar ratio,11.120003078404208
Stability,0.9174185836220857
Max drawdown,-0.09329329749789636
Omega ratio,1.4723984873903675
Sortino ratio,3.230781007956968
Skew,-0.6317852318986316
Kurtosis,1.4700200712906817
Tail ratio,0.9994920212081156
Daily value at risk,-0.04104774149449692
